loci	length
R016627	524
R016628	574
R016629	489
R016630	374
R016631	472
R016632	453
R016633	441
R016634	508
R016635	400
R016636	557
R016637	411
R016638	601
R016639	513
R016640	447
R016641	471
R016642	618
R016643	422
R016644	344
R016645	496
R016646	113
R016647	498
R016648	459
R016649	467
R016650	390
R016651	578
R016652	499
R016653	385
R016654	488
R016655	501
R016656	433
R016657	490
R016658	392
R016659	473
R016660	534
R016661	453
R016662	507
R016663	509
R016664	471
R016665	117
R016666	669
R016667	211
R016668	665
R016669	315
R016670	477
R016671	277
R016672	330
R016673	584
R016674	405
R016675	289
R016676	390
R016677	468
R016678	588
R016679	474
R016680	487
R016681	571
R016682	590
R016683	237
R016684	579
R016685	456
R016686	661
R016687	615
R016688	504
R016689	526
R016690	406
R016691	615
R016692	602
R016693	447
R016694	637
R016695	554
R016696	129
R016697	452
R016698	464
R016699	344
R016700	256
R016701	472
R016702	563
R016703	474
R016704	443
R016705	502
R016706	446
R016707	601
R016708	470
R016709	259
R016710	461
R016711	354
R016712	541
R016713	491
R016714	497
R016715	525
R016716	474
R016717	325
R016718	705
R016719	181
R016720	539
R016721	521
R016722	267
R016723	515
R016724	473
R016725	388
R016726	265
R016727	426
R016728	529
R016729	557
R016730	635
R016731	543
R016732	568
R016733	587
R016734	406
R016735	381
R016736	580
R016737	548
R016738	693
R016739	527
R016740	558
R016741	496
R016742	602
R016743	580
R016744	484
R016745	372
R016746	287
R016747	445
R016748	584
R016749	601
R016750	500
R016751	488
R016752	410
R016753	645
R016754	527
R016755	473
R016756	444
R016757	266
R016758	539
R016759	591
R016760	422
R016761	580
R016762	613
R016763	559
R016764	427
R016765	576
R016766	596
R016767	479
R016768	384
R016769	544
R016770	561
R016771	410
R016772	402
R016773	494
R016774	505
R016775	386
R016776	123
R016777	614
R016778	578
R016779	657
R016780	300
R016781	471
R016782	509
R016783	165
R016784	622
R016785	509
R016786	641
R016787	559
R016788	533
R016789	506
R016790	311
R016791	564
R016792	547
R016793	89
R016794	579
R016795	487
R016796	558
R016797	131
R016798	339
R016799	604
R016800	643
R016801	518
R016802	283
R016803	521
R016804	572
R016805	103
R016806	519
R016807	527
R016808	613
R016809	701
R016810	597
R016811	312
R016812	537
R016813	456
R016814	507
R016815	577
R016816	420
R016817	409
R016818	408
R016819	482
R016820	448
R016821	426
R016822	584
R016823	462
R016824	461
R016825	690
R016826	528
R016827	511
R016828	430
R016829	602
R016830	503
R016831	545
R016832	676
R016833	469
R016834	520
R016835	599
R016836	597
R016837	566
R016838	403
R016839	554
R016840	579
R016841	507
R016842	452
R016843	430
R016844	530
R016845	518
R016846	376
R016847	446
R016848	638
R016849	435
R016850	443
R016851	530
R016852	567
R016853	531
R016854	531
R016855	496
R016856	519
R016857	438
R016858	343
R016859	497
R016860	553
R016861	384
R016862	230
R016863	622
R016864	549
R016865	420
R016866	447
R016867	428
R016868	387
R016869	504
R016870	463
R016871	460
R016872	576
R016873	344
R016874	518
R016875	719
R016876	568
R016877	504
R016878	597
R016879	341
R016880	436
R016881	632
R016882	543
R016883	559
R016884	502
R016885	185
R016886	650
R016887	310
R016888	581
R016889	646
R016890	688
R016891	446
R016892	333
R016893	416
R016894	408
R016895	597
R016896	89
R016897	297
R016898	89
R016899	485
R016900	465
R016901	486
R016902	575
R016903	511
R016904	571
R016905	469
R016906	416
R016907	575
R016908	370
R016909	716
R016910	144
R016911	641
R016912	464
R016913	584
R016914	425
R016915	537
R016916	398
R016917	481
R016918	555
R016919	393
R016920	654
R016921	438
R016922	285
R016923	517
R016924	223
R016925	695
R016926	663
R016927	490
R016928	540
R016929	577
R016930	509
R016931	484
R016932	447
R016933	614
R016934	301
R016935	567
R016936	302
R016937	575
R016938	378
R016939	441
R016940	116
R016941	520
R016942	451
R016943	256
R016944	108
R016945	178
R016946	598
R016947	563
R016948	533
R016949	499
R016950	248
R016951	594
R016952	695
R016953	393
R016954	537
R016955	531
R016956	599
R016957	101
R016958	606
R016960	610
R016961	526
R016962	391
R016963	497
R016964	605
R016965	606
R016966	405
R016967	549
R016968	507
R016969	300
R016970	472
R016971	573
R016972	394
R016973	328
R016974	596
R016975	570
R016976	145
R016977	282
R016978	497
R016979	338
R016980	299
R016981	506
R016982	565
R016983	446
R016984	208
R016985	387
R016986	477
R016987	546
R016988	524
R016989	580
R016990	597
R016991	527
R016992	314
R016993	408
R016994	533
R016995	481
R016996	376
R016997	413
R016998	477
R016999	465
R017000	499
R017001	564
R017002	494
R017003	358
R017004	574
R017005	398
R017006	384
R017007	544
R017008	439
R017009	378
R017010	483
R017011	519
R017012	304
R017013	494
R017014	366
R017015	499
R017016	418
R017017	415
R017018	544
R017019	461
R017020	536
R017021	328
R017022	481
R017023	458
R017024	682
R017025	607
R017026	519
R017027	476
R017028	474
R017029	465
R017030	371
R017031	477
R017032	369
R017033	587
R017034	381
R017035	393
R017036	516
R017037	287
R017038	412
R017039	657
R017040	485
R017041	521
R017042	284
R017043	720
R017044	510
R017045	552
R017046	371
R017047	363
R017048	561
R017049	377
R017050	463
R017051	639
R017052	574
R017053	382
R017054	373
R017055	560
R017056	504
R017057	644
R017058	519
R017059	394
R017060	369
R017061	462
R017062	571
R017063	311
R017064	596
R017065	603
R017066	643
R017067	447
R017068	255
R017069	328
R017070	486
R017071	676
R017072	487
R017073	412
R017074	627
R017075	568
R017076	426
R017077	557
R017078	668
R017079	541
R017080	236
R017081	442
R017082	569
R017083	350
R017084	431
R017085	581
R017086	428
R017087	320
R017088	491
R017089	673
R017090	523
R017091	423
R017092	563
R017093	689
R017094	269
R017095	664
R017096	444
R017097	568
R017098	515
R017099	338
R017100	610
R017101	176
R017102	502
R017103	621
R017104	606
R017105	428
R017106	597
R017107	666
R017108	578
R017109	437
R017110	521
R017111	550
R017112	431
R017113	460
R017114	624
R017115	510
R017116	595
R017117	416
R017118	461
R017119	502
R017120	526
R017121	624
R017122	254
R017123	393
R017124	422
R017125	558
R017126	595
R017127	400
R017128	480
R017129	564
R017130	584
R017131	448
R017132	498
R017133	570
R017134	581
R017135	478
R017136	372
R017137	538
R017138	596
R017139	459
R017140	398
R017141	403
R017142	275
R017143	560
R017144	257
R017145	110
R017146	269
R017147	461
R017148	381
R017149	520
R017150	527
R017151	357
R017152	616
R017153	499
R017154	372
R017155	585
R017156	424
R017157	303
R017158	410
R017159	665
R017160	388
R017161	299
R017162	405
R017163	540
R017164	506
R017165	512
R017166	580
R017167	495
R017168	461
R017169	598
R017170	524
R017171	623
R017172	606
R017173	562
R017174	337
R017175	507
R017176	584
R017177	581
R017178	352
R017179	558
R017180	547
R017181	567
R017182	337
R017183	440
R017184	587
R017185	605
R017186	487
R017187	529
R017188	656
R017189	516
R017190	245
R017191	534
R017192	486
R017193	582
R017194	532
R017195	664
R017196	765
R017197	503
R017198	481
R017199	258
R017200	397
R017201	449
R017202	470
R017203	332
R017204	593
R017205	415
R017206	623
R017207	497
R017208	510
R017209	461
R017210	324
R017211	624
R017212	607
R017213	319
R017214	340
R017215	430
R017216	299
R017217	277
R017218	219
R017219	650
R017220	626
R017221	570
R017222	382
R017223	654
R017224	500
R017225	459
R017226	429
R017227	289
R017228	665
R017229	670
R017230	451
R017231	323
R017232	569
R017233	444
R017234	671
R017235	537
R017236	618
R017237	280
R017238	479
R017239	544
R017240	340
R017241	554
R017242	613
R017243	457
R017244	606
R017245	659
R017246	472
R017247	630
R017248	436
R017249	592
R017250	735
R017251	575
R017252	499
R017253	680
R017254	738
R017255	362
R017256	611
R017257	445
R017258	581
R017259	456
R017260	139
R017261	474
R017262	164
R017263	506
R017264	484
R017265	600
R017266	240
R017267	614
R017268	595
R017269	535
R017270	555
R017271	505
R017272	494
R017273	497
R017274	564
R017275	381
R017276	611
R017277	576
R017278	583
R017279	439
R017280	576
R017281	501
R017282	602
R017283	498
R017284	607
R017285	639
R017286	667
R017287	608
R017288	293
R017289	222
R017290	343
R017291	465
R017292	463
R017293	537
R017294	649
R017295	534
R017296	498
R017297	577
R017298	598
R017299	539
R017300	556
R017302	629
R017303	619
R017304	466
R017305	369
R017306	418
R017307	592
R017308	509
R017309	591
R017310	558
R017311	572
R017312	569
R017313	686
R017314	412
R017315	520
R017316	528
R017317	535
R017318	531
R017319	489
R017320	473
R017321	463
R017322	458
R017323	448
R017324	614
R017325	458
R017326	268
R017327	679
R017328	557
R017329	532
R017330	454
R017331	555
R017332	503
R017333	452
R017334	372
R017335	444
R017336	466
R017337	315
R017338	162
R017339	394
R017340	508
R017341	447
R017342	400
R017343	534
R017344	571
R017345	485
R017346	557
R017347	585
R017348	470
R017349	461
R017350	231
R017351	532
R017352	374
R017353	617
R017354	508
R017355	400
R017356	669
R017357	517
R017358	583
R017359	514
R017360	560
R017361	560
R017362	625
R017363	431
R017364	468
R017365	357
R017366	536
R017367	463
R017368	586
R017369	540
R017370	428
R017371	573
R017372	535
R017373	518
R017374	394
R017375	464
R017376	321
R017377	488
R017378	450
R017379	390
R017380	522
R017381	570
R017382	577
R017383	529
R017384	508
R017385	499
R017386	478
R017387	490
R017388	341
R017389	542
R017390	134
R017391	388
R017392	410
R017393	623
R017394	556
R017396	434
R017397	449
R017398	499
R017399	423
R017400	635
R017401	570
R017402	265
R017403	584
R017404	679
R017405	222
R017406	575
R017407	650
R017408	442
R017409	581
R017410	376
R017411	569
R017412	497
R017413	566
R017414	624
R017415	222
R017416	669
R017417	491
R017418	274
R017419	481
R017420	414
R017421	357
R017422	223
R017423	300
R017424	603
R017425	572
R017426	178
R017427	490
R017428	419
R017429	520
R017430	403
R017431	509
R017432	577
R017433	524
R017434	523
R017435	524
R017436	551
R017437	347
R017438	447
R017439	383
R017440	414
R017441	360
R017442	501
R017443	642
R017444	515
R017445	600
R017446	400
R017447	574
R017448	405
R017449	411
R017450	421
R017451	581
R017452	523
R017453	405
R017454	494
R017455	502
R017456	643
R017457	681
R017458	432
R017459	523
R017460	411
R017461	330
R017462	466
R017463	381
R017464	604
R017465	440
R017466	736
R017467	557
R017468	454
R017469	444
R017470	455
R017471	381
R017472	567
R017473	392
R017474	424
R017475	454
R017476	503
R017477	406
R017478	502
R017479	351
R017480	364
R017481	473
R017482	460
R017483	415
R017484	627
R017485	318
R017486	459
R017487	361
R017488	705
R017489	461
R017490	535
R017491	215
R017492	408
R017493	491
R017494	554
R017495	264
R017496	501
R017497	381
R017498	474
R017499	375
R017500	648
R017501	506
R017502	619
R017503	548
R017504	534
R017505	510
R017506	526
R017507	372
R017508	339
R017509	563
R017510	579
R017511	623
R017512	471
R017513	404
R017514	542
R017515	547
R017516	303
R017517	221
R017518	147
R017519	478
R017520	765
R017521	474
R017522	161
R017523	661
R017524	624
R017525	385
R017526	454
R017527	429
R017528	459
R017529	363
R017530	473
R017531	479
R017532	496
R017533	492
R017534	503
R017535	296
R017536	403
R017537	549
R017538	529
R017539	497
R017540	527
R017541	309
R017542	511
R017543	552
R017544	664
R017545	532
R017546	574
R017547	452
R017548	565
R017549	401
R017550	545
R017551	635
R017552	505
R017553	522
R017554	487
R017555	515
R017556	501
R017557	344
R017558	472
R017559	576
R017560	391
R017561	473
R017562	656
R017563	461
R017564	519
R017565	546
R017566	548
R017567	490
R017568	552
R017569	89
R017570	601
R017571	542
R017572	102
R017573	423
R017574	599
R017575	640
R017576	528
R017577	510
R017578	441
R017579	509
R017580	343
R017581	654
R017582	339
R017583	331
R017584	422
R017585	458
R017586	423
R017587	378
R017588	505
R017589	480
R017590	439
R017591	586
R017592	509
R017593	496
R017594	346
R017595	505
R017596	468
R017597	551
R017598	275
R017599	549
R017600	578
R017601	513
R017602	586
R017603	518
R017604	551
R017605	329
R017606	637
R017607	390
R017608	453
R017609	374
R017610	455
R017611	529
R017612	526
R017613	668
R017614	423
R017615	477
R017616	527
R017617	566
R017618	109
R017619	316
R017620	589
R017621	488
R017622	394
R017623	506
R017624	170
R017625	524
R017626	403
R017627	474
R017628	445
R017629	570
R017630	553
R017631	709
R017632	646
R017633	474
R017634	342
R017635	453
R017636	518
R017637	347
R017638	385
R017640	396
R017641	416
R017642	460
R017643	614
R017644	536
R017645	709
R017646	245
R017647	373
R017648	672
R017649	465
R017650	581
R017651	415
R017652	656
R017653	525
R017654	591
R017655	478
R017656	398
R017657	479
R017658	479
R017659	723
R017660	681
R017661	580
R017662	264
R017663	524
R017664	371
R017665	539
R017666	552
R017667	544
R017668	511
R017669	513
R017670	281
R017671	541
R017672	616
R017673	89
R017674	608
R017675	458
R017676	372
R017677	605
R017678	471
R017679	554
R017680	347
R017681	484
R017682	466
R017683	407
R017684	567
R017685	89
R017686	529
R017687	513
R017688	575
R017689	448
R017690	273
R017691	553
R017692	486
R017693	551
R017694	392
R017695	543
R017696	532
R017697	174
R017698	473
R017699	464
R017700	526
R017701	305
R017702	400
R017703	535
R017704	287
R017705	154
R017706	534
R017707	438
R017708	516
R017709	318
R017710	480
R017711	187
R017712	580
R017713	452
R017714	553
R017715	594
R017716	310
R017717	575
R017718	322
R017719	579
R017720	110
R017721	562
R017722	617
R017723	469
R017724	485
R017725	213
R017726	460
R017727	627
R017728	513
R017729	89
R017730	198
R017731	379
R017732	577
R017733	202
R017734	422
R017735	158
R017736	516
R017737	498
R017738	314
R017739	501
R017740	604
R017741	601
R017742	642
R017743	468
R017744	436
R017745	605
R017746	523
R017747	419
R017748	208
R017749	196
R017750	516
R017751	518
R017752	545
R017753	106
R017754	89
R017755	384
R017756	301
R017757	562
R017758	239
R017759	601
R017760	446
R017761	510
R017762	437
R017763	576
R017764	515
R017765	549
R017766	454
R017767	781
R017768	485
R017769	398
R017770	592
R017771	403
R017772	490
R017773	445
R017774	324
R017775	439
R017776	457
R017777	598
R017778	427
R017779	334
R017780	147
R017781	312
R017782	561
R017783	474
R017784	601
R017785	455
R017786	395
R017788	463
R017789	592
R017790	682
R017791	574
R017792	547
R017793	625
R017794	382
R017795	333
R017796	281
R017797	527
R017798	378
R017799	480
R017800	540
R017801	675
R017802	528
R017803	595
R017804	543
R017805	319
R017806	558
R017807	441
R017808	423
R017809	645
R017810	497
R017811	491
R017812	594
R017813	626
R017814	526
R017815	634
R017816	129
R017817	420
R017818	495
R017819	491
R017820	439
R017821	171
R017822	633
R017823	251
R017824	89
R017825	467
R017826	441
R017827	463
R017828	547
R017829	259
R017830	143
R017831	440
R017832	378
R017833	403
R017834	354
R017835	580
R017836	589
R017837	439
R017838	563
R017839	299
R017840	434
R017841	427
R017842	523
R017843	211
R017844	497
R017845	399
R017846	444
R017847	305
R017848	443
R017849	498
R017850	601
R017851	646
R017852	554
R017853	584
R017854	467
R017855	480
R017856	540
R017857	477
R017858	546
R017859	451
R017860	475
R017861	568
R017862	354
R017863	646
R017864	553
R017865	448
R017866	608
R017867	474
R017868	104
R017869	439
R017870	140
R017871	368
R017872	344
R017873	600
R017874	478
R017875	611
R017876	584
R017877	594
R017878	377
R017879	486
R017880	354
R017881	522
R017882	369
R017883	664
R017884	325
R017885	462
R017886	139
R017887	152
R017888	352
R017889	402
R017890	353
R017891	574
R017892	513
R017893	603
R017894	407
R017895	583
R017896	286
R017897	557
R017898	644
R017899	473
R017900	190
R017901	604
R017902	211
R017903	371
R017904	585
R017905	595
R017906	464
R017907	394
R017908	436
R017909	223
R017910	441
R017911	553
R017912	435
R017913	366
R017914	534
R017915	601
R017916	611
R017917	538
R017918	539
R017919	668
R017920	552
R017921	577
R017922	462
R017923	518
R017924	321
R017925	592
R017926	507
R017927	604
R017928	427
R017929	291
R017930	515
R017931	395
R017932	534
R017933	238
R017934	390
R017935	338
R017936	275
R017937	495
R017938	367
R017939	145
R017940	234
R017941	573
R017942	591
R017943	536
R017944	489
R017945	462
R017946	504
R017947	397
R017948	388
R017949	173
R017950	391
R017951	473
R017952	402
R017953	600
R017954	537
R017955	365
R017956	602
R017957	437
R017958	483
R017959	363
R017960	432
R017961	269
R017962	207
R017963	756
R017964	328
R017965	433
R017966	89
R017967	659
R017968	520
R017969	479
R017970	126
R017971	479
R017972	589
R017973	319
R017974	494
R017975	483
R017976	496
R017977	455
R017978	627
R017979	404
R017980	463
R017981	376
R017982	511
R017984	605
R017985	159
R017986	491
R017987	296
R017988	397
R017989	504
R017990	532
R017991	598
R017992	579
R017993	541
R017994	518
R017995	224
R017996	467
R017997	596
R017998	581
R017999	361
R018000	562
R018001	532
R018002	688
R018003	597
R018004	345
R018005	624
R018006	487
R018007	497
R018008	513
R018009	545
R018010	325
R018011	557
R018012	265
R018013	677
R018014	497
R018015	453
R018016	568
R018017	531
R018018	207
R018019	539
R018020	402
R018021	474
R018022	501
R018023	553
R018024	395
R018025	371
R018026	486
R018027	314
R018028	472
R018029	444
R018030	573
R018031	452
R018032	522
R018033	428
R018034	106
R018035	362
R018036	480
R018037	416
R018038	577
R018039	558
R018040	562
R018041	318
R018042	657
R018043	614
R018044	661
R018045	419
R018046	469
R018047	312
R018048	500
R018049	448
R018050	266
R018051	407
R018052	550
R018053	615
